OperationalIncidentId,CapacityId,DatacentreId,Region,FabricSku,SKUClass,OpenedDate,Severity,IncidentType,DowntimeMinutes,ImpactedCustomers,IsSynthetic,Provenance
OPS00946,northeurope-dc01-cap01,northeurope-dc01,northeurope,F64,AMD-highmem,2025-11-13,Sev3,Memory pressure,44,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00801,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-11-13,Sev2,Node unresponsive,34,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00421,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-11-13,Sev4,Unplanned reboot,11,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00852,uksouth-dc09-cap01,uksouth-dc09,uksouth,F128,AMD-highmem,2025-11-13,Sev3,Network partition,37,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00670,eastus2-dc01-cap03,eastus2-dc01,eastus2,F16,AMD-highmem,2025-11-14,Sev4,Network partition,7,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00462,canadacentral-dc02-cap01,canadacentral-dc02,canadacentral,F128,AMD-standard,2025-11-14,Sev3,Node unresponsive,45,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00642,canadaeast-dc10-cap01,canadaeast-dc10,canadaeast,F128,AMD-highmem,2025-11-14,Sev4,Unplanned reboot,7,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00598,canadaeast-dc06-cap01,canadaeast-dc06,canadaeast,F128,AMD-highmem,2025-11-14,Sev4,Capacity throttling,7,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00224,centralindia-dc10-cap01,centralindia-dc10,centralindia,F64,Intel-highmem,2025-11-14,Sev4,Storage latency,10,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00921,eastus-dc06-cap01,eastus-dc06,eastus,F32,AMD-standard,2025-11-14,Sev3,Unplanned reboot,10,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00896,eastus-dc01-cap01,eastus-dc01,eastus,F32,AMD-highmem,2025-11-14,Sev1,Storage latency,63,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00973,northeurope-dc10-cap01,northeurope-dc10,northeurope,F32,AMD-standard,2025-11-15,Sev2,Unplanned reboot,23,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00568,canadaeast-dc01-cap01,canadaeast-dc01,canadaeast,F128,AMD-highmem,2025-11-15,Sev2,Storage latency,161,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00244,westeurope-dc01-cap02,westeurope-dc01,westeurope,F8,GPU-class,2025-11-15,Sev1,Storage latency,212,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00803,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-11-15,Sev4,Unplanned reboot,8,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00668,eastus2-dc01-cap02,eastus2-dc01,eastus2,F128,AMD-highmem,2025-11-15,Sev1,Capacity throttling,177,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00144,centralindia-dc04-cap02,centralindia-dc04,centralindia,F16,Intel-highmem,2025-11-15,Sev2,Storage latency,88,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00841,uksouth-dc08-cap01,uksouth-dc08,uksouth,F128,AMD-highmem,2025-11-15,Sev4,Storage latency,4,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00155,centralindia-dc04-cap03,centralindia-dc04,centralindia,F4,Intel-highmem,2025-11-15,Sev3,Unplanned reboot,6,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00472,canadacentral-dc02-cap04,canadacentral-dc02,canadacentral,F8,AMD-standard,2025-11-15,Sev2,Unplanned reboot,40,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00709,eastus2-dc08-cap01,eastus2-dc08,eastus2,F128,AMD-highmem,2025-11-15,Sev2,Storage latency,134,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00342,northcentralus-dc03-cap01,northcentralus-dc03,northcentralus,F64,AMD-highmem,2025-11-15,Sev3,Node unresponsive,17,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00662,eastus2-dc01-cap01,eastus2-dc01,eastus2,F256,AMD-highmem,2025-11-16,Sev4,Node unresponsive,4,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00352,northcentralus-dc04-cap02,northcentralus-dc04,northcentralus,F32,GPU-class,2025-11-17,Sev3,Unplanned reboot,49,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00959,northeurope-dc07-cap01,northeurope-dc07,northeurope,F32,AMD-standard,2025-11-17,Sev3,Memory pressure,56,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00792,uksouth-dc06-cap04,uksouth-dc06,uksouth,F16,AMD-highmem,2025-11-17,Sev3,Network partition,21,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00545,canadacentral-dc08-cap01,canadacentral-dc08,canadacentral,F128,AMD-highmem,2025-11-17,Sev3,Storage latency,15,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00974,northeurope-dc10-cap01,northeurope-dc10,northeurope,F32,AMD-standard,2025-11-17,Sev4,Capacity throttling,7,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00767,uksouth-dc03-cap06,uksouth-dc03,uksouth,F2,AMD-highmem,2025-11-17,Sev4,Node unresponsive,3,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00938,eastus-dc09-cap01,eastus-dc09,eastus,F8,AMD-highmem,2025-11-17,Sev4,Storage latency,12,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00941,eastus-dc10-cap03,eastus-dc10,eastus,F8,AMD-highmem,2025-11-17,Sev4,Unplanned reboot,8,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00498,canadacentral-dc05-cap01,canadacentral-dc05,canadacentral,F128,AMD-highmem,2025-11-18,Sev2,Capacity throttling,124,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00004,southcentralus-dc01-cap01,southcentralus-dc01,southcentralus,F64,Intel-highmem,2025-11-18,Sev1,Storage latency,180,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00198,centralindia-dc07-cap03,centralindia-dc07,centralindia,F2,Intel-standard,2025-11-18,Sev2,Capacity throttling,81,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00796,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-11-18,Sev3,Network partition,47,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00620,canadaeast-dc08-cap02,canadaeast-dc08,canadaeast,F16,AMD-highmem,2025-11-18,Sev4,Memory pressure,14,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00518,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-11-18,Sev2,Storage latency,48,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00130,centralindia-dc02-cap01,centralindia-dc02,centralindia,F8,Intel-highmem,2025-11-18,Sev3,Memory pressure,12,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00021,southcentralus-dc01-cap03,southcentralus-dc01,southcentralus,F8,Intel-highmem,2025-11-18,Sev4,Storage latency,1,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00924,eastus-dc06-cap02,eastus-dc06,eastus,F16,AMD-standard,2025-11-18,Sev3,Unplanned reboot,26,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00705,eastus2-dc08-cap01,eastus2-dc08,eastus2,F128,AMD-highmem,2025-11-19,Sev3,Network partition,38,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00532,canadacentral-dc07-cap02,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-11-19,Sev4,Node unresponsive,1,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00078,southcentralus-dc07-cap01,southcentralus-dc07,southcentralus,F16,Intel-highmem,2025-11-19,Sev3,Capacity throttling,15,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00250,westeurope-dc01-cap04,westeurope-dc01,westeurope,F2,GPU-class,2025-11-19,Sev3,Memory pressure,39,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00355,northcentralus-dc04-cap02,northcentralus-dc04,northcentralus,F32,GPU-class,2025-11-19,Sev4,Capacity throttling,2,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00454,canadacentral-dc01-cap02,canadacentral-dc01,canadacentral,F32,AMD-highmem,2025-11-19,Sev3,Network partition,45,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00402,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-11-19,Sev3,Memory pressure,7,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00504,canadacentral-dc06-cap01,canadacentral-dc06,canadacentral,F64,AMD-highmem,2025-11-19,Sev4,Storage latency,2,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00106,southcentralus-dc10-cap01,southcentralus-dc10,southcentralus,F16,Intel-highmem,2025-11-19,Sev3,Memory pressure,28,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00264,westeurope-dc06-cap01,westeurope-dc06,westeurope,F8,GPU-class,2025-11-19,Sev3,Node unresponsive,15,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00503,canadacentral-dc06-cap01,canadacentral-dc06,canadacentral,F64,AMD-highmem,2025-11-20,Sev3,Capacity throttling,26,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00654,canadaeast-dc10-cap06,canadaeast-dc10,canadaeast,F2,AMD-highmem,2025-11-20,Sev4,Network partition,2,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00074,southcentralus-dc06-cap02,southcentralus-dc06,southcentralus,F16,Intel-highmem,2025-11-20,Sev1,Node unresponsive,297,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00239,westeurope-dc01-cap01,westeurope-dc01,westeurope,F16,GPU-class,2025-11-20,Sev2,Network partition,77,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00451,canadacentral-dc01-cap01,canadacentral-dc01,canadacentral,F128,AMD-highmem,2025-11-20,Sev3,Unplanned reboot,53,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00334,northcentralus-dc02-cap02,northcentralus-dc02,northcentralus,F8,GPU-class,2025-11-20,Sev2,Capacity throttling,91,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00916,eastus-dc05-cap02,eastus-dc05,eastus,F2,AMD-standard,2025-11-20,Sev3,Network partition,59,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00579,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-11-20,Sev3,Memory pressure,57,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00603,canadaeast-dc06-cap01,canadaeast-dc06,canadaeast,F128,AMD-highmem,2025-11-20,Sev3,Storage latency,12,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00899,eastus-dc02-cap01,eastus-dc02,eastus,F16,AMD-standard,2025-11-20,Sev2,Network partition,166,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00077,southcentralus-dc07-cap01,southcentralus-dc07,southcentralus,F16,Intel-highmem,2025-11-20,Sev4,Unplanned reboot,5,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00108,southcentralus-dc10-cap01,southcentralus-dc10,southcentralus,F16,Intel-highmem,2025-11-20,Sev3,Node unresponsive,37,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00979,northeurope-dc10-cap04,northeurope-dc10,northeurope,F2,AMD-standard,2025-11-21,Sev4,Node unresponsive,2,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00553,canadacentral-dc09-cap01,canadacentral-dc09,canadacentral,F128,AMD-highmem,2025-11-21,Sev2,Capacity throttling,80,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00015,southcentralus-dc01-cap02,southcentralus-dc01,southcentralus,F16,Intel-highmem,2025-11-21,Sev1,Storage latency,204,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00141,centralindia-dc04-cap01,centralindia-dc04,centralindia,F32,Intel-highmem,2025-11-22,Sev3,Node unresponsive,33,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00671,eastus2-dc01-cap04,eastus2-dc01,eastus2,F8,AMD-highmem,2025-11-22,Sev4,Unplanned reboot,1,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00694,eastus2-dc05-cap01,eastus2-dc05,eastus2,F128,AMD-highmem,2025-11-22,Sev3,Node unresponsive,9,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00882,westus2-dc04-cap03,westus2-dc04,westus2,F2,AMD-standard,2025-11-22,Sev3,Capacity throttling,27,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00880,westus2-dc04-cap02,westus2-dc04,westus2,F4,AMD-standard,2025-11-22,Sev2,Memory pressure,29,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00398,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-11-22,Sev3,Storage latency,30,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00937,eastus-dc08-cap02,eastus-dc08,eastus,F4,AMD-standard,2025-11-22,Sev4,Capacity throttling,1,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00524,canadacentral-dc07-cap02,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-11-22,Sev3,Memory pressure,31,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00521,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-11-23,Sev3,Node unresponsive,23,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00574,canadaeast-dc02-cap02,canadaeast-dc02,canadaeast,F4,AMD-highmem,2025-11-23,Sev2,Network partition,93,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00112,southcentralus-dc10-cap03,southcentralus-dc10,southcentralus,F4,Intel-highmem,2025-11-23,Sev4,Unplanned reboot,3,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00657,eastus2-dc01-cap01,eastus2-dc01,eastus2,F256,AMD-highmem,2025-11-23,Sev1,Node unresponsive,314,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00754,uksouth-dc03-cap01,uksouth-dc03,uksouth,F128,AMD-highmem,2025-11-23,Sev3,Unplanned reboot,43,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00798,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-11-23,Sev2,Unplanned reboot,28,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00513,canadacentral-dc07-cap01,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-11-23,Sev3,Network partition,33,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00025,southcentralus-dc01-cap04,southcentralus-dc01,southcentralus,F4,Intel-highmem,2025-11-24,Sev3,Node unresponsive,44,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00922,eastus-dc06-cap01,eastus-dc06,eastus,F32,AMD-standard,2025-11-24,Sev2,Memory pressure,170,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00360,northcentralus-dc04-cap03,northcentralus-dc04,northcentralus,F4,GPU-class,2025-11-24,Sev3,Node unresponsive,21,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00889,westus2-dc07-cap01,westus2-dc07,westus2,F64,AMD-highmem,2025-11-24,Sev3,Storage latency,13,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00442,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2025-11-25,Sev3,Network partition,57,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00733,uksouth-dc01-cap01,uksouth-dc01,uksouth,F128,AMD-standard,2025-11-25,Sev4,Storage latency,13,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00246,westeurope-dc01-cap02,westeurope-dc01,westeurope,F8,GPU-class,2025-11-25,Sev4,Capacity throttling,6,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00759,uksouth-dc03-cap03,uksouth-dc03,uksouth,F16,AMD-highmem,2025-11-25,Sev3,Storage latency,52,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00536,canadacentral-dc07-cap03,canadacentral-dc07,canadacentral,F64,AMD-standard,2025-11-25,Sev3,Unplanned reboot,10,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00318,northcentralus-dc01-cap01,northcentralus-dc01,northcentralus,F64,GPU-class,2025-11-25,Sev4,Capacity throttling,2,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00692,eastus2-dc04-cap04,eastus2-dc04,eastus2,F4,AMD-highmem,2025-11-25,Sev4,Node unresponsive,1,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00580,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-11-25,Sev4,Unplanned reboot,8,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00605,canadaeast-dc06-cap02,canadaeast-dc06,canadaeast,F64,AMD-highmem,2025-11-26,Sev2,Memory pressure,167,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00594,canadaeast-dc05-cap01,canadaeast-dc05,canadaeast,F64,AMD-highmem,2025-11-26,Sev3,Memory pressure,23,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00769,uksouth-dc05-cap02,uksouth-dc05,uksouth,F16,AMD-highmem,2025-11-26,Sev4,Memory pressure,11,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00235,centralindia-dc10-cap03,centralindia-dc10,centralindia,F2,Intel-highmem,2025-11-26,Sev3,Memory pressure,11,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00363,northcentralus-dc05-cap01,northcentralus-dc05,northcentralus,F128,GPU-class,2025-11-26,Sev1,Capacity throttling,47,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00283,westeurope-dc09-cap01,westeurope-dc09,westeurope,F32,AMD-highmem,2025-11-26,Sev2,Network partition,43,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00444,northcentralus-dc10-cap01,northcentralus-dc10,northcentralus,F128,GPU-class,2025-11-26,Sev3,Node unresponsive,16,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00337,northcentralus-dc02-cap03,northcentralus-dc02,northcentralus,F4,GPU-class,2025-11-27,Sev4,Node unresponsive,9,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00731,eastus2-dc10-cap03,eastus2-dc10,eastus2,F8,AMD-standard,2025-11-27,Sev3,Memory pressure,51,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00431,northcentralus-dc09-cap03,northcentralus-dc09,northcentralus,F2,GPU-class,2025-11-27,Sev3,Network partition,48,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00024,southcentralus-dc01-cap04,southcentralus-dc01,southcentralus,F4,Intel-highmem,2025-11-27,Sev1,Memory pressure,87,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00690,eastus2-dc04-cap02,eastus2-dc04,eastus2,F16,AMD-highmem,2025-11-27,Sev3,Capacity throttling,20,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00499,canadacentral-dc05-cap02,canadacentral-dc05,canadacentral,F2,AMD-highmem,2025-11-27,Sev1,Network partition,66,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00607,canadaeast-dc06-cap02,canadaeast-dc06,canadaeast,F64,AMD-highmem,2025-11-28,Sev2,Storage latency,86,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00430,northcentralus-dc09-cap03,northcentralus-dc09,northcentralus,F2,GPU-class,2025-11-28,Sev3,Storage latency,33,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00035,southcentralus-dc02-cap01,southcentralus-dc02,southcentralus,F32,Intel-highmem,2025-11-28,Sev3,Node unresponsive,30,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00917,eastus-dc06-cap01,eastus-dc06,eastus,F32,AMD-standard,2025-11-28,Sev3,Network partition,43,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00274,westeurope-dc07-cap01,westeurope-dc07,westeurope,F4,GPU-class,2025-11-28,Sev4,Node unresponsive,2,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00533,canadacentral-dc07-cap02,canadacentral-dc07,canadacentral,F128,AMD-standard,2025-11-28,Sev4,Memory pressure,13,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00092,southcentralus-dc08-cap02,southcentralus-dc08,southcentralus,F4,Intel-standard,2025-11-29,Sev4,Memory pressure,5,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00865,westus2-dc01-cap01,westus2-dc01,westus2,F16,AMD-standard,2025-11-29,Sev4,Capacity throttling,11,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00240,westeurope-dc01-cap01,westeurope-dc01,westeurope,F16,GPU-class,2025-11-29,Sev4,Unplanned reboot,12,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00876,westus2-dc03-cap01,westus2-dc03,westus2,F32,AMD-standard,2025-11-29,Sev3,Network partition,56,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00641,canadaeast-dc10-cap01,canadaeast-dc10,canadaeast,F128,AMD-highmem,2025-11-29,Sev3,Memory pressure,6,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00955,northeurope-dc06-cap02,northeurope-dc06,northeurope,F2,AMD-standard,2025-11-29,Sev4,Unplanned reboot,9,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00284,westeurope-dc09-cap01,westeurope-dc09,westeurope,F32,AMD-highmem,2025-11-29,Sev4,Storage latency,14,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00927,eastus-dc07-cap01,eastus-dc07,eastus,F8,AMD-highmem,2025-11-29,Sev4,Unplanned reboot,13,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00901,eastus-dc03-cap02,eastus-dc03,eastus,F2,AMD-highmem,2025-11-29,Sev3,Network partition,44,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00128,centralindia-dc02-cap01,centralindia-dc02,centralindia,F8,Intel-highmem,2025-11-29,Sev4,Network partition,1,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00416,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2025-11-29,Sev4,Storage latency,13,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
